직무명,회사명,채용공고명,근무지역,고용형태,경력조건,교육,마감일,출처,채용공고상세
게임개발,(주)크래프톤,[PUBG STUDIOS] Anti-Cheat Engineer (3년 이상),서울 서초구,정규직,경력 3년↑,학력무관,~ 06/30(금)(20일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45860185,"  JOIN OUR GROWING TEAM
2023.05.03 - 06.01

  (주)투썬플랫폼
프론트엔드 개발자 채용
투썬월드는 미래 원동력을 발굴하여 사회와 고객의 가치창출을 추구하는
회사로 각종 IT 서비스, 바이보, 벤처 인큐베이팅 등의 비즈니스를 영위하고 있습니다.
급변하는 비즈니스 환경 속에서 다양한 사업 조직을 발굴하고, 성장을 위한 끊임없는 환경 지원을 제공하여
비즈니스의 성장을 촉진시키는 육성 프로그램을 진행합니다.
디에고 사업부 소개
디에고 사업부는 투썬 그룹 차원에 방향을 제시하고 기술지원을 통해 사업 성장에 적극 기여하고 있습니다.
더불어 저희 사업부만의 특색있는 신규사업을 발굴하여 고객과 소통하고 있습니다.

또한 비즈니스를 하고 있거나 새롭게 비즈니스를 시작하려는 사업가 분들이 목표를 쉽게 달성할 수 있도록
큐레이션하는 플랫폼을 만들고 있습니다. 이 플랫폼은 최종적으로 B2B을 넘어서 B2C까지 자연스럽게
연결될 수 있는 가교 역할을 할 것으로 기대하고 있습니다.

같은 비전과 목표를 바라보고 함께 미래를 만들어갈 인재를 모십니다.
개발팀 소개
저희 개발팀의 구성원 하나 하나를 들여다보면 분명 개성, 취향, 성향도 다를 뿐더라, 걸어온 개발자로서의 경험도
제각기 다를 수 밖에 없는 흔한 IT 개발자일 뿐입니다. 그리고 그런 개발자들이 한데 모여, 협동적이고
진취적인 문화를 만들어가기 쉽지 않다는 것도 알고 있습니다. 하지만 저희는 서로에게 부족한 부분을 채우고,
독려하며, 이끌어가는 마음으로 꾸준히 성장해왔습니다. 앞으로도 성장해나갈 여정이 많이 남아 있기에
긍적적인 자세로 어려운 미션들을 해결해나가고 있습니다. 저희 팀과 함께라면 분명 좋은 시너지를 보여드리를
수 있다고 자부하며 아래 7가지를 약속할 수 있습니다.

첫째, 개발자 개인의 역량강화에 지원을 아끼지 않습니다.
둘째, 수직적인 개발 문화를 지양합니다.
셋째, 항상 동료를 존중하는 태도를 잃지 않습니다.
넷째, 문제해결을 위한 ""해결사""되고자 합니다.
다섯째, 서로간의 차이와 다양성을 존중합니다.
여섯째, 지식과 지혜의 조건없는 공유를 지향합니다.
일곱째, 소통과 공감을 최고의 가치로 여깁니다.
기술스택 확인하기
모집부문
모집부문
프론트엔드 개발자
담당업무 ㆍVue.js를 이용하여 신규 서비스 개발
ㆍ런칭 후 서비스 확장에 따른 서비스 개발 및 운영
자격요건 ㆍ반응형 웹, 시멘틱 마크업에 대한 이해가 있으신 분
ㆍSEO 최적화 경험이 있으신 분
ㆍ프론트엔드 프레임워크를 이용한 개발 경험이 있으신 분
우대사항 ㆍNuxt.js, Apollo & GraphQL을 이용한 개발 경험이 있으신 분
ㆍWebSocket을 이용하여 개발 경험이 있으신 분
모집인원 ㆍ0명
    근무조건
ㆍ근무형태 : 정규직
ㆍ급여 : 면접 후 결정
ㆍ근무일시 : 주 5일(월~금)
ㆍ근무지역 : (13524) 경기 성남시 분당구 판교역로192번길 16 판교타워, 8층 806호(삼평동)
복리후생
[회사문화]
ㆍ직급이 없는 수평문화를 지향하며, 서로를 존중하는 태도로 일하고 있습니다.
ㆍ업무 포지션에 대한 권한과 책임을 제공하여 자율적 업무 참여를 돕습니다.
ㆍ문제를 두려워 하지 않고 해결할 수 있다는 믿음으로 프로답게 일합니다.
ㆍ개인의 성장이 곧 팀의 성장이며 그래야만 회사도 성장할 수 있다고 믿습니다.
[혜택 및 복지]
치유 연수원 운영
(1만 여평의 숙박/운동
/산책/명상) 개인의 성장을 위한
교육비, 도서구매
무제한 지원 휴게공간 / 수면실 제공 개발을 위해 본인이
원하는 장비지원
(맥북, 맥미니,
Window 선택)
체계적으로 회사에
적응 가능하도록
온보딩 프로그램 운영 직원추천 보상제도 업무 일정 및 타인의
눈치를 보지 않고도
연차를 사용할 수
있도록 배려 지친 심신을 단련할 수
있도록 자체 요가센터
및 요가 클래스 운영
  명절선물 지원 동호회 지원 제휴 콘도 지원  
이런 채용절차를 거쳐요!
※ 전형별 합격자에 한하여 개별 통보드립니다.
접수기간 및 방법
ㆍ접수기간 : 2023년 07월 01일까지
ㆍ접수방법 : 사람인 온라인 입사지원
 "
게임개발,(주)크래프톤,[Project Blue Team] Sr. Engine Programmer (10 yrs +),경기 성남시 분당구,정규직,경력 10년↑,학력무관,~ 06/30(금)(20일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45858881,"모바일 게임 운영, CS, GM, 커뮤니티 관리 (일본어)


슈퍼플래닛

슈퍼플래닛은 전세계 글로벌 시장에서 성공적인 성과를 만들어가고 있는 모바일게임사입니다. 폭발적 성공으로 향해가는 로켓에 탑승하고 싶은 멋진 당신을 지금 기다리고 있습니다.

슈퍼플래닛은 탄탄한 내실을 갖춘 안정적인 게임사입니다. 네이버 등 든든한 파트너쉽, 탄탄한 게임 개발 역량, 수많은 출시 이력 뿐만 아니라 개발사 스스로 출시, 라이브 서비스, 마케팅 역량까지 탄탄한 기틀을 갖추고 있습니다.

슈퍼플래닛은 2020, 2021년 연속 청년친화강소기업으로 선정된 기업입니다. 젊고 창의적인 기업이면서도 또 동시에 안정적인 성장세를 이어가는 덕분에 청년친화강소기업으로 선정될 수 있는 영광을 누릴 수 있었습니다.

슈퍼플래닛은 비교적 수평적, 자율적 업무 문화를 가진 기업입니다.  누구나 발전적인 의견을 언제든 주고받는 수평적인 기업 문화, 자유로우면서도 사려깊은 커뮤니케이션 문화, 내 업무는 스스로 관리하는 자율적인 업무 문화를 가지고 있습니다. 허물없는 가족적인 분위기의 기업을 지양하고, 사려깊고 매너있는 커뮤니케이션, 자유롭게 NO라고 말 할 수 있는 회사, 그렇지만 누구든 매너있게 의견 제시하는 분위기의 회사입니다.

슈퍼플래닛은 정보 공유에 개방적인 기업 문화를 가지고 있습니다. 매분기 `슈퍼플래닛 데이`에 회사의 각 프로젝트 상황이나 지표 등을 전사에 함께 공유하고 회사의 경영 방향을 공유하여요. 또 각각의 구성원들의 업무나 프로젝트 내용도 모두 다 함께 공유합니다.

슈퍼플래닛의 회식 대신 `분기별 슈퍼플래닛 데이`에 전직원이 함께 점심식사를 해요. 코로나 이전에는 영화관조조관람, 한강소풍, 신라호텔에서 식사 등 다양한 회식을 했었지만 지금은 하지 못하고 있습니다. 술 마시는 회식과는 조금 거리가 멀고 흡연자분도 거의 없으셔요. 

슈퍼플래닛 새로운 방식, 새로운 업무툴 도입에 능동적인 기업입니다. 비즈니스용 Google G suit, Asana, 전자계약을 위한 SignEasy, 데이터 분석을 위한 Google Firebase, AppFlyer, 업무용 메신저 Slack, Notion 등 다양한 툴을 도입하고 적극 활용합니다. 새로운 의견들 새로운 방식에 늘 열려있으니 함께 해주세요.

한강과 남산, 도산대로가 사무실 3면에 탁 펼쳐진 10층 사무실, 강남대로 도산대로 신사역이 가까워서 편리한 출퇴근 가능한 업무 환경도 준비해놓고 있습니다. 가로수길을 누비며 맛집 탐방을 함께 하고, 멋지게 게임을 완성해가며 즐겁게 일하는 추억을 만들어가요.




담당 업무

담당업무

슈퍼플래닛에서는 모바일 게임을 글로벌 마켓에서 성공시키기 위한 인재를 모집하고 있습니다. 글로벌 시장에서 여러분의 능력을 마음껏 펼쳐보세요~!! 

1. 번역: 한국어로 된 게임 텍스트를 본인이 다룰 수 있는 다른 언어로 번역하는 작업을 합니다. 단순하게 뜻이 통하는 것 이상으로 문화적인 코드를 잘 살려서 번역을 하는 것이 중요합니다. 글로벌 시장에서 게임을 성공시키기 위한 가장 중요한 업무중 하나입니다.

2. 커뮤니티 관리
담당하는 게임의 커뮤니티를 개설하고 커뮤니티에서 유저들이 재미있게 활동할 수 있도록 돕습니다. 커뮤니티의 유저 분위기를 파악하여 PM에게 전달하기도 하고 유저들이 즐길 수 있는 이벤트를 하기도 합니다. 무엇보다도 중요한 것은 유저들과 소통하면서 우리가 어떤 서비스를 하고 있는지 알리는 것입니다.

3. 이벤트 기획
런칭 이벤트, 커뮤니티 이벤트, 복귀 이벤트 등을 기획합니다. 게임 자체의 재미도 중요하지만 게임 외적인 이벤트로 재미가 배가됩니다. 넘치는 아이디어를 활용하여 이벤트를 만들어 보세요.

4. CS
유저들이 게임을 하면서 해결할 수 없는 문제게 봉착하거나 궁금한 점이 있으면 메일로 문의를 합니다. 유저들이 게임을 잘 할 수 있도록 답변을 해주고 문제를 해결해 줍니다. CS는 유저들과 할 수 있는 가장 기본적인 소통이기 때문에 매우 중요하게 생각하고 있습니다.

5. 게임 런칭 프로세스
모바일 게임을 런칭하기 위해서 필요한 준비를 각 게임의 PM과 함께 진행합니다. QA/LQA에 관련된 업무부터 커뮤니티, 앱마켓에 관련된 것까지 다양합니다. 신장개업하는 레스토랑 같은 것이랄까요? 두근두근하며 유저들에게 게임을 선보일 준비를 합니다.

6. 기타 게임 서비스에 관련된 업무
글로벌 시장에서 게임을 서비스 하다보면 지역별, 문화별 차이로 인하여 다양한 문제가 발생합니다. 24시간 언제든 사건사고도 많아요. 어떠한 문제가 닥치더라도 잘 준비된 동료들과 함께라면 잘 헤쳐나갈 수 있습니다.
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (4년)
ㆍ나이/성별 : 무관
글로벌 모바일 게임 운영 및 커뮤니티 매니저 사업·운영팀 2명
담당업무
ㆍ글로벌 모바일 게임 운영, CS, GM, 커뮤니티 관리 (일본어)
지원자격
ㆍ경력 : 신입/경력 (년수무관)(팀원급)
ㆍ필수 사항
- 게임 산업에 대한 이해
근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월
ㆍ 근무일시 : 주 5일(월~금) 오전 10시~오후 7시
ㆍ 근무지역 : (06036) 서울 강남구 도산대로 145 인우빌딩(신사동) - 서울 3호선 신사 에서 500m 이내
전형절차
서류전형
1차면접
2차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2021년 4월 29일 (목) 23시 ~ 2021년 5월 29일 (토) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
ㆍ 제출서류 : 이력서, 자기소개서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다."
게임개발,(주)게임덱스,[모바일 게임] QA 정규직 채용 (신입/경력),경기 성남시 분당구,정규직,경력무관,학력무관,~ 07/01(토)(54일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45617236,"채용공고
모집분야
: [Chairman’s Office] Global Business Development
지원자격
: 3년 이상의 게임/콘텐츠 사업개발 또는 유관 업무 경력
근무지역
: 역삼 센터필드 East 타워
모집인원
: 0명
채용일정
 2023-06-30(금) 23:59까지, 채용시 마감
※ 상세 모집요강 및 접수방법은 [홈페이지 지원] 참조"
게임개발,(주)에스티에이테스팅컨설팅,[ISTQB 교육/자격시험 지원]SW테스트 엔지니어 모집(금융핀테크),경기 성남시 분당구,정규직,경력무관,"대학(2,3년)↑",~ 06/30(금)(20일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45860847,"채용공고
모집분야
: [Game Production] Localization Tools Programmer 
지원자격
: 학력 무관, C#, C++, Java, Python 등을 이용하여 3년 이상의 윈도우 어플리케이션 개발 경험
근무지역
: 역삼 센터필드 East 타워
모집인원
: 0명
채용일정
 2023-06-30(금) 23:59까지, 채용시 마감
※ 상세 모집요강 및 접수방법은 [홈페이지 지원] 참조

  "
게임개발,(주)엔씨소프트,[AION2] 엔진 프로그래머 모집,경기 성남시 분당구,정규직,경력 5년↑,학력무관,~ 07/31(월)(20일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45859836,"채용공고
모집분야
: [Migaloo (NFT Metaverse)] Art PM
지원자격
: PM 또는 개발 관리 경력 5년 이상
근무지역
: 서초 마제스타 시티 타워
모집인원
: 0명
채용일정
 2023-06-30(금) 23:59까지, 채용시 마감
※ 상세 모집요강 및 접수방법은 [홈페이지 지원] 참조

  "
게임개발,(주)더팀엔터테인먼트,[더팀엔터테인먼트]VR/AR 게임 개발자를 모십니다.,서울 마포구,정규직,신입 · 경력,학력무관,~ 08/04(금)(20일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45858322,"채용공고
모집분야
: [Project Blue Team] Deep Learning Game AI Engineer 
지원자격
: 딥러닝 모델을 이해하고 배포할 수 있는 능력이 있는 분, 경력 5년 이상
근무지역
: 판교 GREITS PANGYO
모집인원
: 0명
채용일정
 2023-06-30(금) 23:59까지, 채용시 마감
※ 상세 모집요강 및 접수방법은 [홈페이지 지원] 참조"
게임개발,(주)에이알테크놀로지,[경력무관] Unity 개발자 채용 - 대전,대전 서구,정규직,경력무관,"대학(2,3년)↑",~ 06/30(금)(20일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45857702,"채용공고
모집분야
: [Migaloo (NFT Metaverse)] Production QA
지원자격
: 학력 무관, 경력 3년 이상
근무지역
: 서초 마제스타 시티 타워I
모집인원
: 0명
채용일정
 2023-06-30(금) 23:59까지, 채용시 마감
※ 상세 모집요강 및 접수방법은 [홈페이지 지원] 참조

  "
게임개발,유한책임회사앤서스랩코리아,[외국계]게임 개발자 모집(Developer),서울 강남구,정규직,3 ~ 10년,고졸↑,상시채용(20일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45856869,"유니티 클라이언트 프로그래머 채용
모집부문 및 상세내용

담당업무

1. Unity Engine을 활용한 콘텐츠 개발 업무
2. B2B 솔루션 프로그램 개발
3. AR 프로그램 개발
4. Mediapipe Unity Plugin을 활용한 개발

유니티 클라이언트 프로그래머 채용 00명
지원자격
- 경력 : 2년 이상
- Unity Engine을 이용한 개발 경험
- AR 프로그램 개발 경험자
- Unity 딥러닝 활용 경험자

우대사항
- 컴퓨터 공학과 전공 우대
- 개발 업무 수행 중 막히는 부분을 본인 스스로 R&D하여 해결해 본 경험이 있는 분
- 새로운 것을 배우고 만드는 것을 좋아하는 분

근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월
ㆍ 근무일시 : 10:00~19:00
ㆍ 근무지역 : (03929) 서울 마포구 성암로 179 한샘상암사옥 14층 파프리카 인더스트리(상암동) - 공항철도 디지털미디어시티 에서 200m 이내
전형절차
서류전형
1차면접
2차면접(임원진)
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2023년 6월 2일 (금) 18시 ~ 채용시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
ㆍ 제출서류 : * 포트폴리오 제출 필수
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다."
게임개발,(주)아이엠파인,유니티3D 모바일 게임 개발자 채용,서울 마포구,정규직,경력무관,학력무관,채용시(20일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45854026,
게임개발,(주)투썬캠퍼스,백엔드 개발자 채용,경기 성남시,정규직,신입 · 경력,고졸↑,~ 07/01(토)(23일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45844634,"(주)SJH-Studio
QA 채용
 SJH-Studio는 2015년에 설립하여 자본금 10억원, 매출액 70억원, 구성원 20명 규모의 강소기업입니다.
저희는 Global game solution provider 입니다. 정식으로 런칭한 웹보드게임 제품을 통하여
         최상의 서비스와 지속적 기술개발로 고객사와 사용자 모두를 만족시키는 동반자적 파트너쉽을 지향합니다.

SJH-Studio는 최고의 인재들을 확보, 육성하기 위해 확실한 보상, 다양한 교육, 최적의 근무환경, 
만족스러운 복지를 제공하고 있습니다.















모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관
ㆍ나이/성별 : 무관
QA  0명
담당업무
ㆍ자사제품에 대한 결함 확인
ㆍ테스트 활동을 위한 명세서(기획서) 검토 및 분석
ㆍ테스트 요구사항 도출 및 테스트 문서 작성과 수행
ㆍBTS 를 통한 이슈 관리
ㆍ수정된 버그의 확인 및 회귀 테스트 수행

지원요건
ㆍ1~5년 경력 및 그에 준하는 경력
ㆍQA 프로세스에 대한 이해
ㆍ개발 프로세스에 대한 이해
ㆍ서비스를 분석하여 Test Case 를 설계한 이력
ㆍJira 사용 경험

우대사항
ㆍ원만한 대인관계 및 커뮤니케이션 능력
ㆍ보드게임 QA 경험
ㆍ모바일 앱 테스트 경험
ㆍISTQB, CSTE 등 자격증 보유

경력
 ㆍ경력: 1~5년

복지 및 지원
 [최고의 보상과 근무환경]
ㆍ업계 상위 수준의 분기별 보상제도 (Profit Sharing)
ㆍ전직원 재택근무
ㆍ일과 휴식 보장 (부득이한 주40시간 근무 초과시, 일한만큼 연장수당 지급)
ㆍ전직원 리프레시 유급휴가 (12/26~12/31)
ㆍ4년 이상 장기근속자에게 3년마다 7일 유급휴가+150만원 경비 지원
    - 4년 만근 시 여행경비 150만원+휴가 7일,
    - 7년 만근 시 여행경비 200만원+휴가 7일,
    - 9년 만근 시 여행경비 250만원+휴가 14일,    이후 2년마다 경비 250만원+휴가 14일
ㆍ월1회 금요일 휴무 리프레시 데이 (여가활동비 10만원 지원)
 
 [건강과 식사도 회사의 책임]
ㆍ건강검진 인당 50만원 지원 (직원+가족무관 누구나 2명)
ㆍ점심 식대 월 20만원 별도 지급
ㆍ매월 간식 박스 집으로 배송

 [최고의 자기계발 지원]
ㆍ자기계발비+회식비 월15만원 상당 상품권 지급
ㆍ관련 교육비 지원 (도서, 교육 참가비 등)
ㆍ생일축하비 10만원 상당 상품권 지급

 [최고의장비]
ㆍ최고 수준의 장비 지급




근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무일시 : 주 5일(월~금) 오전 10시~오후 7시
ㆍ 근무지역 : 재택 or (135-080) 서울 강남구 역삼동 논현로85길 46 (역삼동 , 메가존빌딩) - 서울 2호선 역삼 에서 500m 이내
전형절차
서류전형
1차면접
2차면접(필요시)
최종합격
접수기간 및 방법
ㆍ 접수기간 : 채용시 마감
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다."
게임개발,(주)투썬캠퍼스,프론트엔드 개발자 채용,경기 성남시,정규직,신입 · 경력,고졸↑,~ 07/01(토)(23일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45844658,"(주)SJH-Studio
클라이언트(하이브리드 앱) 개발자 채용
 SJH-Studio는 2015년에 설립하여 자본금 10억원, 매출액 70억원, 구성원 20명 규모의 강소기업입니다.
저희는 Global game solution provider 입니다. 정식으로 런칭한 웹보드게임 제품을 통하여
         최상의 서비스와 지속적 기술개발로 고객사와 사용자 모두를 만족시키는 동반자적 파트너쉽을 지향합니다.

SJH-Studio는 최고의 인재들을 확보, 육성하기 위해 확실한 보상, 다양한 교육, 최적의 근무환경, 
만족스러운 복지를 제공하고 있습니다.















모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관
클라이언트(하이브리드 앱) 개발 0명

우대요건
ㆍ웹 어플리케이션의 server-side 와 client-side 연동 개발 경험 
ㆍjavascript 프로젝트 개발 경험 
ㆍLinux/Unix 환경 경험
ㆍJS framework 사용 경험
ㆍGame Engine 사용 경험
ㆍUnity 사용 경험
ㆍGrunt 등의 build tool 사용 경험
ㆍ구성원과 조화롭고 즐겁게 일할 수 있는 분

경력
 ㆍ신입, 경력  무관

복지 및 지원
 [최고의 보상과 근무환경]
ㆍ업계 상위 수준의 분기별 보상제도 (Profit Sharing)
ㆍ전직원 재택근무
ㆍ일과 휴식 보장 (부득이한 주40시간 근무 초과시, 일한만큼 연장수당 지급)
ㆍ전직원 리프레시 유급휴가 (12/26~12/31)
ㆍ4년 이상 장기근속자에게 3년마다 7일 유급휴가+150만원 경비 지원
    - 4년 만근 시 여행경비 150만원+휴가 7일,
    - 7년 만근 시 여행경비 200만원+휴가 7일,
    - 9년 만근 시 여행경비 250만원+휴가 14일, 이후 2년마다 경비 250만원+휴가 14일)
ㆍ월1회 금요일 휴무 리프레시 데이 (여가활동비 10만원 지원)
 
 [건강과 식사도 회사의 책임]
ㆍ건강검진 인당 50만원 지원 (직원+가족무관 누구나 2명)
ㆍ점심 식대 월 20만원 별도 지급
ㆍ매월 간식 박스 집으로 배송

 [최고의 자기계발 지원]
ㆍ자기계발비+회식비 월15만원 상당 상품권 지급
ㆍ관련 교육비 지원 (도서, 교육 참가비 등)
ㆍ생일축하비 10만원 상당 상품권 지급

 [최고의장비]
ㆍ최고 수준의 장비 지급




근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무일시 : 주 5일(월~금) 오전 10시~오후 7시
ㆍ 근무지역 : (135-080) 서울 강남구 역삼동 논현로85길 46 (역삼동 , 메가존빌딩) - 서울 2호선 역삼 에서 500m 이내
전형절차
서류전형
1차면접
2차면접(필요시)
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2023년 6월 2일 (금) 14시 ~ 2023년 7월 2일 (일) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다."
게임개발,(주)슈퍼플래닛,"모바일 게임 운영, CS, GM, 커뮤니티 관리 (일본어)",서울 강남구,정규직,신입 · 경력,대학교(4년)↑,~ 07/02(일)(23일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45849394,"[Unannounced Project] 클라이언트 개발자(Client Software Engineer) (7년~)
서비스 소개
일렉트로닉 아츠 코리아(Electronic Arts Korea, EA 코리아)는 EA의 한국 지사로 1998년 설립되었습니다. 세계 정상급의 비디오 게임들을 배급하는 사업으로 시작하여, 지난 15여년간 온라인 게임, 모바일 게임으로 사업 영역을 지속적으로 넓히고 있습니다.

2006년 출시된 EA SPORTS FIFA Online과 후속작 EA SPORTS FIFA Online2는 유일하게 FIFA 라이센스를 획득한 PC 온라인 축구 게임으로 스포츠 장르에서 부동의 No.1 자리를 놓치지 않고 있습니다. 2008년 핸즈온 모바일 코리아를 인수하여 모바일 게임 사업에도 발을 들여 영웅서기 시리즈, 검은방 시리즈 등의 인기 모바일 게임들을 지속적으로 서비스해 왔습니다. 2008년에는 온라인 게임 개발사인 제이투엠 소프트를 인수, 게임 개발 조직을 강화하였습니다.2017년에는 Need For Speed EDGE PC 온라인 게임을 2018년에는 FIFA Online4의 서비스를 시작하였습니다.

일렉트로닉 아츠(Electronic Arts, EA) 코리아 스튜디오는 2006년 출시후 세계에서 가장 인기있는 온라인 축구게임이 된 EA SPORTS FIFA 온라인 시리즈와 MVP 베이스볼 온라인을 성공적으로 개발해오며 EA의 핵심 스튜디오 중 하나로 자리잡았습니다.
모집부문 / 상세내용
사용 기술
C C++
주요업무
• 다양한 게임 콘텐츠 및 게임 플레이 개발
• 전반적인 클라이언트 시스템, 툴 개발
• 라이브 서비스 운영을 위한 시스템/툴 개발
• 다양한 국가의 라이브 환경에서 발생하는 문제들을 분석하고 대응
자격요건
• 경력 2년 이상 
• C/C++, STL의 능숙한 개발자
• 협업에 어려움이 없고 팀 개발 프로세스에 익숙하신 개발자

[필수 제출 서류]
• 국문 이력서 및 경력 기술서
• 국문 자기소개서
우대사항
• 다양한 컨텐츠 개발 경험
• 다양한 상용 엔진 개발 경험
• UI/UX에 대한 깊은 관심과 경험
• 라이브 서비스에 필요한 빌드 관리 및 배포 경험
• gRPC나 Protobuf 활용 경험과 이해
• Framework, Rendering, Game Logic, Network, Sound, Debugging, System등의 specialist
• C++외의 활용 가능한 프로그래밍 언어
• 컴퓨터 공학전공자
• 책임감과 열정이 있으신 분
• 커뮤니케이션 스킬에 능숙하신 분
• 팀 리더의 경험이 있으신 분
마감일 및 근무지
• 마감일 : 상시
• 근무지
- 서울 강남구 테헤란로 129, 17층
복지 및 혜택
• 연 17일의 연차휴가
• 일주일간의 크리스마스 유급휴가 
• 단체상해보험 및 건강보험료 100% 지원
• 외국어 등 각종 교육관련 비용 지원
• 헬스장, 요가 등 피트니스 비용 지원
• 자사주식 구매 제도
• 선택적 복리후생 포인트 제도
• EA 게임 구입비용 지원
• 콘솔게임기기 구입 비용 지원
• 사내 동호회 활동 지원
채용절차 및
기타 지원 유의사항
[채용절차]
• 서류전형 → 온라인 코딩테스트 → 1차 인터뷰 → 2차 인터뷰 → 최종합격"
게임개발,(주)크래프톤,[Chairman’s Office] Global Business Development (3년 이상),서울 강남구,정규직,경력 3년↑,학력무관,~ 06/30(금)(24일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45830258,"게임 번역사 모집
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (2,3년)
게임 번역사 모집 00명
지원자격
ㆍ경력 : 경력 (년수무관)
우대사항
ㆍ게임 번역사 모집 (영한한영, 중한한중, 일한한일)
ㆍ사용 가능한 CAT TOOL 기재해 주시기 바랍니다.
ㆍ영어능통자, 해당직무 근무경험, 번역회사 작업 경험
근무조건
ㆍ 근무형태 : 프리랜서
ㆍ 근무일시 : 탄력적근무제 탄력근무제
ㆍ 근무지역 : (08390) 서울 구로구 디지털로30길 31 코오롱디지털타워빌란트Ⅱ(구로동) - 서울 2호선 구로디지털단지 에서 800m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2023년 6월 2일 (금) 09시 ~ 2023년 8월 1일 (화) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다."
게임개발,(주)크래프톤,[Game Production] Localization Tools Programmer (3년 ~ 5년),서울 강남구,정규직,경력 3년↑,학력무관,~ 06/30(금)(24일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45829884,
게임개발,(주)크래프톤,[Migaloo (NFT Metaverse)] Art PM (5년 이상),서울 서초구,정규직,경력 5년↑,학력무관,~ 06/30(금)(24일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45829982,
게임개발,(주)크래프톤,[Project Blue Team] Deep Learning Game AI Engineer(5년 이상),경기 성남시 분당구,정규직,경력 5년↑,학력무관,~ 06/30(금)(24일 전 등록),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=45830136,
